DOY,DOW,year,hour,year_time,year_day,E_V_m_Wank,E_V_m_Wank_valid_obs,Wind_m_s_Wank,NOX_ug_m3_Wank,Vis_km_Wank,temp_no_seasonality
336,1,1979,16,1979.92237442922,1979.92054794521,83,0,5.9,NaN,88.81,10.0669117647059
336,1,1979,17,1979.92248858447,1979.92054794521,84,0,6.1,NaN,90.9,9.36691176470588
336,1,1979,18,1979.92260273973,1979.92054794521,87,1,5.5,NaN,NaN,9.06691176470588
336,1,1979,19,1979.92271689498,1979.92054794521,87,1,5.5,NaN,NaN,8.76691176470588
336,1,1979,20,1979.92283105023,1979.92054794521,83,0,5.6,NaN,97.07,8.96691176470588
336,1,1979,21,1979.92294520548,1979.92054794521,77,1,5.4,NaN,97.07,9.86691176470588
336,1,1979,22,1979.92305936073,1979.92054794521,71,1,5.1,NaN,NaN,10.1669117647059
336,1,1979,23,1979.92317351598,1979.92054794521,67,1,4.4,NaN,NaN,10.3669117647059
337,2,1979,0,1979.92328767123,1979.92328767123,53,1,4.2,NaN,NaN,8.07142857142857
337,2,1979,1,1979.92340182648,1979.92328767123,50,1,3.8,NaN,NaN,8.27142857142857
337,2,1979,2,1979.92351598174,1979.92328767123,49,1,4.8,NaN,NaN,8.47142857142857
337,2,1979,3,1979.92363013699,1979.92328767123,55,1,5.1,NaN,NaN,7.77142857142857
337,2,1979,4,1979.92374429224,1979.92328767123,58,1,4,NaN,NaN,7.07142857142857
337,2,1979,5,1979.92385844749,1979.92328767123,59,1,4.3,NaN,NaN,6.97142857142857
337,2,1979,6,1979.92397260274,1979.92328767123,61,1,5.1,NaN,NaN,7.27142857142857
337,2,1979,7,1979.92408675799,1979.92328767123,61,1,5.3,NaN,NaN,7.47142857142857
337,2,1979,8,1979.92420091324,1979.92328767123,64,1,4.8,NaN,NaN,8.17142857142857
337,2,1979,9,1979.92431506849,1979.92328767123,61,1,4.6,NaN,NaN,9.27142857142857
337,2,1979,10,1979.92442922374,1979.92328767123,65,1,3.8,NaN,NaN,10.3714285714286
337,2,1979,11,1979.924543379,1979.92328767123,73,1,2.6,NaN,NaN,11.2714285714286
337,2,1979,12,1979.92465753425,1979.92328767123,115,1,2.3,NaN,NaN,11.9714285714286
337,2,1979,13,1979.9247716895,1979.92328767123,108,1,3,NaN,NaN,12.0714285714286
337,2,1979,14,1979.92488584475,1979.92328767123,102,1,2.9,NaN,93.47,11.7714285714286
337,2,1979,15,1979.925,1979.92328767123,92,1,2.6,NaN,93.47,11.1714285714286
337,2,1979,16,1979.92511415525,1979.92328767123,77,1,3.3,NaN,NaN,10.1714285714286
337,2,1979,17,1979.9252283105,1979.92328767123,76,1,3.8,NaN,NaN,9.57142857142857
337,2,1979,18,1979.92534246575,1979.92328767123,76,1,4.1,NaN,75.61,9.97142857142857
337,2,1979,19,1979.925456621,1979.92328767123,80,1,3.7,NaN,76.28,9.97142857142857
337,2,1979,20,1979.92557077626,1979.92328767123,85,1,3.3,NaN,78.87,9.47142857142857
337,2,1979,21,1979.92568493151,1979.92328767123,78,1,4.4,NaN,72.49,9.87142857142857
337,2,1979,22,1979.92579908676,1979.92328767123,71,1,5,NaN,61.1,10.4714285714286
337,2,1979,23,1979.92591324201,1979.92328767123,68,1,5.2,NaN,57.19,10.1714285714286
338,3,1979,0,1979.92602739726,1979.92602739726,57,0,5.9,NaN,57.33,7.446875
338,3,1979,1,1979.92614155251,1979.92602739726,54,1,5.4,NaN,58.33,7.646875
338,3,1979,2,1979.92625570776,1979.92602739726,51,1,4.7,NaN,58.44,7.846875
338,3,1979,3,1979.92636986301,1979.92602739726,48,1,4.5,NaN,58.37,7.946875
338,3,1979,4,1979.92648401826,1979.92602739726,45,1,4.6,NaN,58.3,7.946875
338,3,1979,5,1979.92659817352,1979.92602739726,38,1,4.9,NaN,58.98,8.046875
338,3,1979,6,1979.92671232877,1979.92602739726,40,1,4.8,NaN,59.23,8.046875
338,3,1979,7,1979.92682648402,1979.92602739726,49,1,5.5,NaN,59.06,7.946875
338,3,1979,8,1979.92694063927,1979.92602739726,51,0,6.1,NaN,59.05,8.046875
338,3,1979,9,1979.92705479452,1979.92602739726,49,1,5,NaN,58.7,8.546875
338,3,1979,10,1979.92716894977,1979.92602739726,62,1,3,NaN,59.35,9.446875
338,3,1979,11,1979.92728310502,1979.92602739726,78,1,3.2,NaN,60.28,9.946875
338,3,1979,12,1979.92739726027,1979.92602739726,72,1,4.1,NaN,60.62,9.946875
338,3,1979,13,1979.92751141553,1979.92602739726,76,1,4.2,NaN,60.17,9.846875
338,3,1979,14,1979.92762557078,1979.92602739726,89,1,3.6,NaN,59.99,9.746875
338,3,1979,15,1979.92773972603,1979.92602739726,91,1,2.6,NaN,60.3,9.146875
338,3,1979,16,1979.92785388128,1979.92602739726,83,1,3.6,NaN,60.36,8.146875
338,3,1979,17,1979.92796803653,1979.92602739726,79,1,4.3,NaN,63.35,7.746875
338,3,1979,18,1979.92808219178,1979.92602739726,80,1,3.6,NaN,68.81,8.246875
338,3,1979,19,1979.92819634703,1979.92602739726,83,1,3.7,NaN,72.64,8.746875
338,3,1979,20,1979.92831050228,1979.92602739726,82,1,3.8,NaN,73.35,8.746875
338,3,1979,21,1979.92842465753,1979.92602739726,75,1,3.8,NaN,73.9,8.546875
338,3,1979,22,1979.92853881279,1979.92602739726,67,1,4.5,NaN,78.22,8.346875
338,3,1979,23,1979.92865296804,1979.92602739726,63,1,5.4,NaN,83.31,8.646875
339,4,1979,0,1979.92876712329,1979.92876712329,52,1,4.8,NaN,91.21,9.69548611111111
339,4,1979,1,1979.92888127854,1979.92876712329,51,1,3.7,NaN,97.21,9.49548611111111
339,4,1979,2,1979.92899543379,1979.92876712329,51,1,3.5,NaN,96.63,9.79548611111111
339,4,1979,3,1979.92910958904,1979.92876712329,47,1,3.8,NaN,96.63,10.2954861111111
339,4,1979,4,1979.92922374429,1979.92876712329,44,1,4,NaN,97.08,10.2954861111111
339,4,1979,5,1979.92933789954,1979.92876712329,48,1,4.7,NaN,NaN,9.39548611111111
339,4,1979,6,1979.92945205479,1979.92876712329,50,1,5.3,NaN,NaN,8.39548611111111
339,4,1979,7,1979.92956621005,1979.92876712329,48,1,3.7,NaN,NaN,8.79548611111111
339,4,1979,8,1979.9296803653,1979.92876712329,52,1,2.4,NaN,NaN,9.49548611111111
339,4,1979,9,1979.92979452055,1979.92876712329,58,1,2.5,NaN,NaN,10.6954861111111
339,4,1979,10,1979.9299086758,1979.92876712329,58,1,3.3,NaN,NaN,11.7954861111111
339,4,1979,11,1979.93002283105,1979.92876712329,58,1,4,NaN,NaN,12.2954861111111
339,4,1979,12,1979.9301369863,1979.92876712329,72,1,4.5,NaN,NaN,12.0954861111111
339,4,1979,13,1979.93025114155,1979.92876712329,74,1,4.8,NaN,NaN,11.2954861111111
339,4,1979,14,1979.9303652968,1979.92876712329,74,1,4.6,NaN,NaN,10.4954861111111
339,4,1979,15,1979.93047945205,1979.92876712329,73,1,4.7,NaN,NaN,9.89548611111111
339,4,1979,16,1979.93059360731,1979.92876712329,74,1,5.2,NaN,NaN,9.39548611111111
339,4,1979,17,1979.93070776256,1979.92876712329,77,1,5.5,NaN,NaN,8.99548611111111
339,4,1979,18,1979.93082191781,1979.92876712329,80,0,5.9,NaN,NaN,8.89548611111111
339,4,1979,19,1979.93093607306,1979.92876712329,82,0,6.1,NaN,NaN,8.79548611111111
339,4,1979,20,1979.93105022831,1979.92876712329,84,0,7.1,NaN,NaN,8.49548611111111
339,4,1979,21,1979.93116438356,1979.92876712329,80,0,7.9,NaN,NaN,8.19548611111111
339,4,1979,22,1979.93127853881,1979.92876712329,69,0,7.2,NaN,NaN,7.99548611111111
339,4,1979,23,1979.93139269406,1979.92876712329,61,0,6.9,NaN,92.53,7.79548611111111
340,5,1979,0,1979.93150684932,1979.93150684932,54,0,8.2,NaN,92.2,8.45902777777778
340,5,1979,1,1979.93162100457,1979.93150684932,54,0,9.2,NaN,93.12,8.25902777777778
340,5,1979,2,1979.93173515982,1979.93150684932,50,0,9.3,NaN,92.74,7.95902777777778
340,5,1979,3,1979.93184931507,1979.93150684932,40,0,9.4,NaN,88.38,7.75902777777778
340,5,1979,4,1979.93196347032,1979.93150684932,30,0,9.1,NaN,81.03,7.75902777777778
340,5,1979,5,1979.93207762557,1979.93150684932,21,0,9.7,NaN,67.15,7.55902777777778
340,5,1979,6,1979.93219178082,1979.93150684932,12,0,11,NaN,56.61,7.05902777777778
340,5,1979,7,1979.93230593607,1979.93150684932,21,0,9.9,NaN,54.36,6.55902777777778
340,5,1979,8,1979.93242009132,1979.93150684932,42,0,7.7,NaN,28.51,6.65902777777778
340,5,1979,9,1979.93253424658,1979.93150684932,53,0,7.7,NaN,2.97,7.35902777777778
340,5,1979,10,1979.93264840183,1979.93150684932,60,0,8.7,NaN,12.52,8.65902777777778
340,5,1979,11,1979.93276255708,1979.93150684932,62,0,8.7,NaN,30.31,9.15902777777778
340,5,1979,12,1979.93287671233,1979.93150684932,54,0,9.1,NaN,38.37,9.35902777777778
340,5,1979,13,1979.93299086758,1979.93150684932,55,0,9.5,NaN,39.49,9.25902777777778
340,5,1979,14,1979.93310502283,1979.93150684932,61,0,8.8,NaN,40.13,8.55902777777778
340,5,1979,15,1979.93321917808,1979.93150684932,58,0,8.3,NaN,41.77,8.15902777777778
340,5,1979,16,1979.93333333333,1979.93150684932,24,0,9.7,NaN,43.22,7.75902777777778
340,5,1979,17,1979.93344748858,1979.93150684932,17,0,11.5,NaN,43.42,7.25902777777778
340,5,1979,18,1979.93356164384,1979.93150684932,44,0,12.2,NaN,45.85,6.65902777777778
340,5,1979,19,1979.93367579909,1979.93150684932,49,0,11.9,NaN,50.19,6.25902777777778
340,5,1979,20,1979.93378995434,1979.93150684932,41,0,11.1,NaN,56.78,5.85902777777778
340,5,1979,21,1979.93390410959,1979.93150684932,32,0,9.3,NaN,60.77,5.45902777777778
340,5,1979,22,1979.93401826484,1979.93150684932,21,0,7.8,NaN,60.45,5.45902777777778
340,5,1979,23,1979.93413242009,1979.93150684932,12,0,6.9,NaN,57.68,5.55902777777778
341,6,1979,0,1979.93424657534,1979.93424657534,10,0,5.8,NaN,50.95,4.85902777777778
341,6,1979,1,1979.93436073059,1979.93424657534,15,0,5.8,NaN,46.14,4.85902777777778
341,6,1979,2,1979.93447488584,1979.93424657534,26,0,6.5,NaN,45.05,4.95902777777778
341,6,1979,3,1979.9345890411,1979.93424657534,33,0,6.1,NaN,47.25,5.15902777777778
341,6,1979,4,1979.93470319635,1979.93424657534,36,1,4.8,NaN,50.41,5.45902777777778
341,6,1979,5,1979.9348173516,1979.93424657534,35,1,3.8,NaN,50.64,5.85902777777778
341,6,1979,6,1979.93493150685,1979.93424657534,39,1,2.6,NaN,48.6,6.25902777777778
341,6,1979,7,1979.9350456621,1979.93424657534,42,1,2.3,NaN,46.97,6.55902777777778
341,6,1979,8,1979.93515981735,1979.93424657534,38,1,2.2,NaN,45.94,6.65902777777778
341,6,1979,9,1979.9352739726,1979.93424657534,44,1,2.1,NaN,44.53,6.85902777777778
341,6,1979,10,1979.93538812785,1979.93424657534,51,1,2.7,NaN,43.38,7.15902777777778
341,6,1979,11,1979.93550228311,1979.93424657534,58,1,2.4,NaN,43.2,7.95902777777778
341,6,1979,12,1979.93561643836,1979.93424657534,90,1,2.3,NaN,44.69,8.65902777777778
341,6,1979,13,1979.93573059361,1979.93424657534,101,1,2.4,NaN,46.35,9.25902777777778
341,6,1979,14,1979.93584474886,1979.93424657534,115,1,2.1,NaN,47.91,9.55902777777778
341,6,1979,15,1979.93595890411,1979.93424657534,98,1,2.5,NaN,51.66,8.95902777777778
341,6,1979,16,1979.93607305936,1979.93424657534,75,1,3.2,NaN,57.29,8.25902777777778
341,6,1979,17,1979.93618721461,1979.93424657534,72,1,4.2,NaN,64.25,7.45902777777778
341,6,1979,18,1979.93630136986,1979.93424657534,78,1,5,NaN,70.85,6.85902777777778
341,6,1979,19,1979.93641552511,1979.93424657534,85,1,4.9,NaN,73.71,6.65902777777778
341,6,1979,20,1979.93652968037,1979.93424657534,88,1,4.7,NaN,74.41,6.55902777777778
341,6,1979,21,1979.93664383562,1979.93424657534,81,1,4.4,NaN,74.76,6.65902777777778
341,6,1979,22,1979.93675799087,1979.93424657534,76,1,4,NaN,74.41,6.55902777777778
341,6,1979,23,1979.93687214612,1979.93424657534,74,1,4.5,NaN,73.28,5.95902777777778
342,7,1979,0,1979.93698630137,1979.93698630137,68,1,5,NaN,71.79,5.16770833333333
342,7,1979,1,1979.93710045662,1979.93698630137,65,1,4.9,NaN,70.82,5.06770833333333
342,7,1979,2,1979.93721461187,1979.93698630137,58,1,5.3,NaN,72.22,4.96770833333333
342,7,1979,3,1979.93732876712,1979.93698630137,55,0,5.6,NaN,73.04,5.16770833333333
342,7,1979,4,1979.93744292237,1979.93698630137,57,0,5.8,NaN,72.61,5.56770833333333
342,7,1979,5,1979.93755707763,1979.93698630137,59,0,6.8,NaN,72.31,5.46770833333333
342,7,1979,6,1979.93767123288,1979.93698630137,55,0,7.6,NaN,70.32,5.36770833333333
342,7,1979,7,1979.93778538813,1979.93698630137,52,0,7,NaN,66.51,5.16770833333333
342,7,1979,8,1979.93789954338,1979.93698630137,52,0,5.7,NaN,61.25,5.16770833333333
342,7,1979,9,1979.93801369863,1979.93698630137,50,1,5.3,NaN,58.05,5.26770833333333
342,7,1979,10,1979.93812785388,1979.93698630137,54,1,5.3,NaN,56.69,5.26770833333333
342,7,1979,11,1979.93824200913,1979.93698630137,58,1,5.4,NaN,54.42,5.26770833333333
342,7,1979,12,1979.93835616438,1979.93698630137,63,1,5.5,NaN,47.66,5.06770833333333
342,7,1979,13,1979.93847031963,1979.93698630137,71,1,5.3,NaN,42.83,4.86770833333333
342,7,1979,14,1979.93858447489,1979.93698630137,81,1,4.8,NaN,44.7,5.06770833333333
342,7,1979,15,1979.93869863014,1979.93698630137,83,1,4.8,NaN,46.08,4.66770833333333
342,7,1979,16,1979.93881278539,1979.93698630137,86,1,4.6,NaN,47.17,4.26770833333333
342,7,1979,17,1979.93892694064,1979.93698630137,87,1,3.8,NaN,50.87,4.06770833333333
342,7,1979,18,1979.93904109589,1979.93698630137,82,1,3.5,NaN,56.25,4.56770833333333
342,7,1979,19,1979.93915525114,1979.93698630137,81,1,3.4,NaN,60.76,4.86770833333333
342,7,1979,20,1979.93926940639,1979.93698630137,81,1,3,NaN,61.1,4.56770833333333
342,7,1979,21,1979.93938356164,1979.93698630137,72,1,2.5,NaN,59.17,4.56770833333333
342,7,1979,22,1979.93949771689,1979.93698630137,64,1,2.3,NaN,59.45,4.76770833333333
342,7,1979,23,1979.93961187215,1979.93698630137,62,1,2,NaN,61.97,5.06770833333333
343,1,1979,0,1979.9397260274,1979.9397260274,61,1,2.2,NaN,63.87,6.68854166666667
343,1,1979,1,1979.93984018265,1979.9397260274,55,1,4.3,NaN,63.18,6.18854166666667
343,1,1979,2,1979.9399543379,1979.9397260274,56,0,6.5,NaN,57.72,4.88854166666667
343,1,1979,3,1979.94006849315,1979.9397260274,67,0,6.4,NaN,45.06,3.58854166666667
343,1,1979,4,1979.9401826484,1979.9397260274,67,1,4.5,NaN,31.35,2.68854166666667
343,1,1979,5,1979.94029680365,1979.9397260274,67,1,3.3,NaN,22.81,2.28854166666667
343,1,1979,6,1979.9404109589,1979.9397260274,52,1,4.3,NaN,12.31,1.88854166666667
343,1,1979,7,1979.94052511416,1979.9397260274,54,1,4.4,NaN,10.16,1.78854166666667
343,1,1979,8,1979.94063926941,1979.9397260274,81,1,3.7,NaN,14.71,1.98854166666667
343,1,1979,9,1979.94075342466,1979.9397260274,65,1,4.5,NaN,7.32,1.88854166666667
343,1,1979,10,1979.94086757991,1979.9397260274,49,0,6.3,NaN,11.24,1.68854166666667
343,1,1979,11,1979.94098173516,1979.9397260274,57,0,7.3,NaN,44.83,1.98854166666667
343,1,1979,12,1979.94109589041,1979.9397260274,77,0,8.3,NaN,72.29,2.48854166666667
343,1,1979,13,1979.94121004566,1979.9397260274,87,0,8.8,NaN,77.49,3.08854166666667
343,1,1979,14,1979.94132420091,1979.9397260274,88,0,9.1,NaN,76.44,3.18854166666667
343,1,1979,15,1979.94143835616,1979.9397260274,80,0,8.4,NaN,76.9,2.58854166666667
343,1,1979,16,1979.94155251142,1979.9397260274,84,0,6.4,NaN,84.67,2.38854166666667
343,1,1979,17,1979.94166666667,1979.9397260274,89,0,6.1,NaN,92.51,2.28854166666667
343,1,1979,18,1979.94178082192,1979.9397260274,90,0,6.6,NaN,95.17,2.38854166666667
343,1,1979,19,1979.94189497717,1979.9397260274,91,0,6.4,NaN,93.91,2.48854166666667
343,1,1979,20,1979.94200913242,1979.9397260274,91,0,6.3,NaN,90.71,2.78854166666667
343,1,1979,21,1979.94212328767,1979.9397260274,85,0,6.9,NaN,91.11,3.08854166666667
343,1,1979,22,1979.94223744292,1979.9397260274,72,0,6.8,NaN,95.06,3.28854166666667
343,1,1979,23,1979.94235159817,1979.9397260274,62,0,6.1,NaN,97.15,3.88854166666667
344,2,1979,0,1979.94246575342,1979.94246575342,59,0,5.7,NaN,97.61,3.47881944444445
344,2,1979,1,1979.94257990868,1979.94246575342,57,1,5.5,NaN,NaN,3.57881944444445
344,2,1979,2,1979.94269406393,1979.94246575342,53,0,5.6,NaN,NaN,3.97881944444445
344,2,1979,3,1979.94280821918,1979.94246575342,51,0,5.8,NaN,NaN,4.17881944444445
344,2,1979,4,1979.94292237443,1979.94246575342,55,0,6,NaN,98.27,4.17881944444445
344,2,1979,5,1979.94303652968,1979.94246575342,59,0,6.1,NaN,98.27,3.97881944444445
344,2,1979,6,1979.94315068493,1979.94246575342,58,0,6.1,NaN,NaN,4.27881944444445
344,2,1979,7,1979.94326484018,1979.94246575342,56,0,7.1,NaN,NaN,4.77881944444445
344,2,1979,8,1979.94337899543,1979.94246575342,57,0,8,NaN,NaN,5.47881944444445
344,2,1979,9,1979.94349315068,1979.94246575342,60,0,9.1,NaN,NaN,6.27881944444445
344,2,1979,10,1979.94360730594,1979.94246575342,72,0,10,NaN,97.82,6.47881944444445
344,2,1979,11,1979.94372146119,1979.94246575342,84,0,9.1,NaN,94.38,6.27881944444445
344,2,1979,12,1979.94383561644,1979.94246575342,58,0,8.7,NaN,92.68,6.17881944444445
344,2,1979,13,1979.94394977169,1979.94246575342,54,0,9.4,NaN,96.28,6.17881944444445
344,2,1979,14,1979.94406392694,1979.94246575342,32,0,9.4,NaN,89.09,5.97881944444445
344,2,1979,15,1979.94417808219,1979.94246575342,-29,0,9.6,NaN,73.4,5.17881944444445
344,2,1979,16,1979.94429223744,1979.94246575342,-59,0,10.9,NaN,78.4,5.07881944444444
344,2,1979,17,1979.94440639269,1979.94246575342,-59,0,10.5,NaN,81.99,5.27881944444445
344,2,1979,18,1979.94452054795,1979.94246575342,-27,0,9.6,NaN,77.76,4.97881944444445
344,2,1979,19,1979.9446347032,1979.94246575342,36,0,9.1,NaN,90.21,4.87881944444445
344,2,1979,20,1979.94474885845,1979.94246575342,49,0,9.1,NaN,98.85,5.37881944444445
344,2,1979,21,1979.9448630137,1979.94246575342,37,0,9,NaN,96.4,5.27881944444445
344,2,1979,22,1979.94497716895,1979.94246575342,39,0,8.4,NaN,96.4,4.77881944444445
344,2,1979,23,1979.9450913242,1979.94246575342,46,0,8.4,NaN,NaN,4.87881944444445
345,3,1979,0,1979.94520547945,1979.94520547945,54,0,8.9,NaN,NaN,5.46354166666667
345,3,1979,1,1979.9453196347,1979.94520547945,51,0,9.1,NaN,NaN,6.46354166666667
345,3,1979,2,1979.94543378995,1979.94520547945,24,0,8.8,NaN,NaN,6.86354166666667
345,3,1979,3,1979.94554794521,1979.94520547945,8,0,8.6,NaN,NaN,6.56354166666667
345,3,1979,4,1979.94566210046,1979.94520547945,69,0,9,NaN,NaN,5.96354166666667
345,3,1979,5,1979.94577625571,1979.94520547945,122,0,9.5,NaN,NaN,4.96354166666667
345,3,1979,6,1979.94589041096,1979.94520547945,760,0,10.2,NaN,NaN,4.46354166666667
345,3,1979,7,1979.94600456621,1979.94520547945,760,0,11.4,NaN,NaN,4.56354166666667
345,3,1979,8,1979.94611872146,1979.94520547945,NaN,0,11.7,NaN,NaN,4.56354166666667
345,3,1979,9,1979.94623287671,1979.94520547945,NaN,0,12.9,NaN,NaN,2.76354166666667
345,3,1979,10,1979.94634703196,1979.94520547945,NaN,0,11.8,NaN,NaN,1.66354166666667
345,3,1979,11,1979.94646118721,1979.94520547945,NaN,0,10.5,NaN,1.02,0.363541666666666
345,3,1979,12,1979.94657534247,1979.94520547945,115,0,10.4,NaN,1.01,-0.0364583333333337
345,3,1979,13,1979.94668949772,1979.94520547945,95,0,10.4,NaN,4.38,-0.236458333333334
345,3,1979,14,1979.94680365297,1979.94520547945,73,0,9.8,NaN,14.55,-0.436458333333334
345,3,1979,15,1979.94691780822,1979.94520547945,77,0,10.1,NaN,22.79,-0.536458333333334
345,3,1979,16,1979.94703196347,1979.94520547945,82,0,9.9,NaN,22.85,-0.836458333333334
345,3,1979,17,1979.94714611872,1979.94520547945,202,0,9,NaN,11.23,-1.53645833333333
345,3,1979,18,1979.94726027397,1979.94520547945,168,0,7.5,NaN,1,-2.03645833333333
345,3,1979,19,1979.94737442922,1979.94520547945,114,0,7.1,NaN,6.96,-2.33645833333333
345,3,1979,20,1979.94748858447,1979.94520547945,148,0,7.9,NaN,14.22,-2.73645833333333
345,3,1979,21,1979.94760273973,1979.94520547945,163,0,8.3,NaN,9.07,-2.83645833333333
345,3,1979,22,1979.94771689498,1979.94520547945,93,0,9.9,NaN,7.08,-3.23645833333333
345,3,1979,23,1979.94783105023,1979.94520547945,61,0,10.7,NaN,6.95,-3.53645833333333
346,4,1979,0,1979.94794520548,1979.94794520548,NaN,0,9.3,NaN,1.68,-1.86145833333333
346,4,1979,1,1979.94805936073,1979.94794520548,NaN,0,8.4,NaN,1.1,-2.06145833333333
346,4,1979,2,1979.94817351598,1979.94794520548,NaN,0,7.9,NaN,1.1,-2.16145833333333
346,4,1979,3,1979.94828767123,1979.94794520548,NaN,0,6.8,NaN,1,-2.26145833333333
346,4,1979,4,1979.94840182648,1979.94794520548,NaN,0,6.1,NaN,1,-1.76145833333333
346,4,1979,5,1979.94851598174,1979.94794520548,NaN,0,6.1,NaN,1,-0.961458333333334
346,4,1979,6,1979.94863013699,1979.94794520548,NaN,0,5.7,NaN,1,-0.361458333333334
346,4,1979,7,1979.94874429224,1979.94794520548,NaN,0,5.8,NaN,1,-0.261458333333334
346,4,1979,8,1979.94885844749,1979.94794520548,NaN,0,5.8,NaN,1,-0.261458333333334
346,4,1979,9,1979.94897260274,1979.94794520548,NaN,0,5.4,NaN,1,-0.161458333333333
346,4,1979,10,1979.94908675799,1979.94794520548,NaN,0,5.1,NaN,1,0.0385416666666663
346,4,1979,11,1979.94920091324,1979.94794520548,NaN,0,4.6,NaN,1,-0.0614583333333334
346,4,1979,12,1979.94931506849,1979.94794520548,NaN,0,4.3,NaN,1,-0.561458333333333
346,4,1979,13,1979.94942922374,1979.94794520548,NaN,0,3.9,NaN,1,-0.661458333333333
346,4,1979,14,1979.949543379,1979.94794520548,NaN,0,3.7,NaN,1,-0.961458333333334
346,4,1979,15,1979.94965753425,1979.94794520548,NaN,0,3.7,NaN,1,-1.46145833333333
346,4,1979,16,1979.9497716895,1979.94794520548,105,1,3.3,NaN,1,-1.76145833333333
346,4,1979,17,1979.94988584475,1979.94794520548,118,1,2.8,NaN,1,-1.46145833333333
346,4,1979,18,1979.95,1979.94794520548,119,1,2.6,NaN,1,-0.561458333333333
346,4,1979,19,1979.95011415525,1979.94794520548,125,1,3,NaN,1,-0.361458333333334
346,4,1979,20,1979.9502283105,1979.94794520548,151,1,3.2,NaN,1,-0.461458333333334
346,4,1979,21,1979.95034246575,1979.94794520548,161,1,2.6,NaN,1,-0.0614583333333334
346,4,1979,22,1979.950456621,1979.94794520548,162,1,2.5,NaN,1,0.238541666666666
346,4,1979,23,1979.95057077626,1979.94794520548,NaN,0,2.7,NaN,4.59,0.138541666666666
347,5,1979,0,1979.95068493151,1979.95068493151,88,1,2.9,NaN,10.9,0.291319444444444
347,5,1979,1,1979.95079908676,1979.95068493151,87,1,3,NaN,18.76,-0.308680555555557
347,5,1979,2,1979.95091324201,1979.95068493151,83,1,2.6,NaN,27.67,-1.20868055555556
347,5,1979,3,1979.95102739726,1979.95068493151,79,1,2.3,NaN,32.49,-2.20868055555556
347,5,1979,4,1979.95114155251,1979.95068493151,79,1,2.3,NaN,34.72,-2.80868055555556
347,5,1979,5,1979.95125570776,1979.95068493151,80,1,2.2,NaN,39.45,-2.90868055555556
347,5,1979,6,1979.95136986301,1979.95068493151,79,1,2.5,NaN,43.96,-2.80868055555556
347,5,1979,7,1979.95148401826,1979.95068493151,76,1,3.2,NaN,46.72,-2.40868055555556
347,5,1979,8,1979.95159817352,1979.95068493151,73,1,4.6,NaN,50.87,-1.50868055555556
347,5,1979,9,1979.95171232877,1979.95068493151,69,0,5.9,NaN,55.01,-0.108680555555556
347,5,1979,10,1979.95182648402,1979.95068493151,71,0,5.9,NaN,58.3,1.49131944444444
347,5,1979,11,1979.95194063927,1979.95068493151,74,0,5.8,NaN,61.3,2.29131944444444
347,5,1979,12,1979.95205479452,1979.95068493151,78,0,5.8,NaN,67.4,2.79131944444444
347,5,1979,13,1979.95216894977,1979.95068493151,77,0,5.6,NaN,72.09,3.59131944444444
347,5,1979,14,1979.95228310502,1979.95068493151,72,1,5.3,NaN,75.51,4.19131944444444
347,5,1979,15,1979.95239726027,1979.95068493151,68,1,5.3,NaN,78.8,4.39131944444444
347,5,1979,16,1979.95251141553,1979.95068493151,72,1,5.5,NaN,77.31,4.69131944444444
347,5,1979,17,1979.95262557078,1979.95068493151,76,1,5.1,NaN,82.42,5.09131944444444
347,5,1979,18,1979.95273972603,1979.95068493151,76,1,5.3,NaN,88.07,5.39131944444444
347,5,1979,19,1979.95285388128,1979.95068493151,73,0,5.7,NaN,87.41,5.89131944444444
347,5,1979,20,1979.95296803653,1979.95068493151,56,1,4.7,NaN,87.03,5.99131944444444
347,5,1979,21,1979.95308219178,1979.95068493151,48,1,3.5,NaN,84.98,5.79131944444444
347,5,1979,22,1979.95319634703,1979.95068493151,56,1,3.7,NaN,82.54,5.79131944444444
347,5,1979,23,1979.95331050228,1979.95068493151,59,1,5.2,NaN,82.63,5.69131944444444
348,6,1979,0,1979.95342465753,1979.95342465753,44,1,5.5,NaN,83.9,4.72291666666667
348,6,1979,1,1979.95353881279,1979.95342465753,45,1,4.1,NaN,84.07,5.12291666666667
348,6,1979,2,1979.95365296804,1979.95342465753,49,1,4,NaN,84.48,5.62291666666667
348,6,1979,3,1979.95376712329,1979.95342465753,49,1,4.1,NaN,86.24,5.82291666666667
348,6,1979,4,1979.95388127854,1979.95342465753,48,1,3.9,NaN,87.29,5.62291666666667
348,6,1979,5,1979.95399543379,1979.95342465753,54,0,5.6,NaN,88.43,4.52291666666667
348,6,1979,6,1979.95410958904,1979.95342465753,58,0,7.2,NaN,91.33,4.52291666666667
348,6,1979,7,1979.95422374429,1979.95342465753,59,0,7,NaN,91.14,5.02291666666667
348,6,1979,8,1979.95433789954,1979.95342465753,59,0,5.9,NaN,87.79,5.22291666666667
348,6,1979,9,1979.95445205479,1979.95342465753,34,0,7,NaN,84.75,5.52291666666667
348,6,1979,10,1979.95456621005,1979.95342465753,76,0,8.8,NaN,56.6,3.72291666666667
348,6,1979,11,1979.9546803653,1979.95342465753,117,1,5.5,NaN,18.41,1.42291666666667
348,6,1979,12,1979.95479452055,1979.95342465753,134,0,6,NaN,4.06,0.622916666666666
